"","Year","Geography","Age at time of death","Sex","Leading causes of death (ICD-10)","Value"
"312","2016","data.Canada","data.All ages","data.Males","data.Diabetes mellitus",20.5
"313","2016","data.Canada","data.All ages","data.Males","data.Alzheimer's disease",11.5
"314","2016","data.Canada","data.All ages","data.Males","data.Diseases of heart",152.8
"315","2016","data.Canada","data.All ages","data.Males","data.Cerebrovascular diseases",31.6
"316","2016","data.Canada","data.All ages","data.Males","data.Influenza and pneumonia",16.4
"317","2016","data.Canada","data.All ages","data.Males","data.Chronic lower respiratory diseases",34.3
"318","2016","data.Canada","data.All ages","data.Males","data.Chronic liver disease and cirrhosis",12.2
"319","2016","data.Canada","data.All ages","data.Males","data.Accidents (unintentional injuries)",41.1
"320","2016","data.Canada","data.All ages","data.Males","data.Intentional self-harm (suicide)",16.3
"321","2016","data.Canada","data.All ages","data.Females","data.Malignant neoplasms",205.9
"322","2016","data.Canada","data.All ages","data.Females","data.Diabetes mellitus",17.2
"323","2016","data.Canada","data.All ages","data.Females","data.Alzheimer's disease",24.3
"324","2016","data.Canada","data.All ages","data.Females","data.Diseases of heart",130.8
"325","2016","data.Canada","data.All ages","data.Females","data.Cerebrovascular diseases",43.1
"326","2016","data.Canada","data.All ages","data.Females","data.Influenza and pneumonia",17.9
"327","2016","data.Canada","data.All ages","data.Females","data.Chronic lower respiratory diseases",33.5
"328","2016","data.Canada","data.All ages","data.Females","data.Chronic liver disease and cirrhosis",6.5
"329","2016","data.Canada","data.All ages","data.Females","data.Accidents (unintentional injuries)",28.1
"330","2016","data.Canada","data.All ages","data.Females","data.Intentional self-harm (suicide)",5.7
"331","2016","data.Canada","data.1 to 14 years","data.Both sexes","data.Malignant neoplasms",2.4
"332","2016","data.Canada","data.1 to 14 years","data.Both sexes","data.Diabetes mellitus",0
"333","2016","data.Canada","data.1 to 14 years","data.Both sexes","data.Alzheimer's disease",0
"334","2016","data.Canada","data.1 to 14 years","data.Both sexes","data.Diseases of heart",0.4
"335","2016","data.Canada","data.1 to 14 years","data.Both sexes","data.Cerebrovascular diseases",0.1
"336","2016","data.Canada","data.1 to 14 years","data.Both sexes","data.Influenza and pneumonia",0.4
"337","2016","data.Canada","data.1 to 14 years","data.Both sexes","data.Chronic lower respiratory diseases",0.1
"338","2016","data.Canada","data.1 to 14 years","data.Both sexes","data.Chronic liver disease and cirrhosis",0
"339","2016","data.Canada","data.1 to 14 years","data.Both sexes","data.Accidents (unintentional injuries)",2.7
"340","2016","data.Canada","data.1 to 14 years","data.Both sexes","data.Intentional self-harm (suicide)",0.9
"341","2016","data.Canada","data.1 to 14 years","data.Males","data.Malignant neoplasms",2.5
"342","2016","data.Canada","data.1 to 14 years","data.Males","data.Diabetes mellitus",0
"343","2016","data.Canada","data.1 to 14 years","data.Males","data.Alzheimer's disease",0
"344","2016","data.Canada","data.1 to 14 years","data.Males","data.Diseases of heart",0.4
"345","2016","data.Canada","data.1 to 14 years","data.Males","data.Cerebrovascular diseases",0.1
"346","2016","data.Canada","data.1 to 14 years","data.Males","data.Influenza and pneumonia",0.3
"347","2016","data.Canada","data.1 to 14 years","data.Males","data.Chronic lower respiratory diseases",0.1
"348","2016","data.Canada","data.1 to 14 years","data.Males","data.Chronic liver disease and cirrhosis",0
"349","2016","data.Canada","data.1 to 14 years","data.Males","data.Accidents (unintentional injuries)",3.2
"350","2016","data.Canada","data.1 to 14 years","data.Males","data.Intentional self-harm (suicide)",0.6
"351","2016","data.Canada","data.1 to 14 years","data.Females","data.Malignant neoplasms",2.3
"352","2016","data.Canada","data.1 to 14 years","data.Females","data.Diabetes mellitus",0
"353","2016","data.Canada","data.1 to 14 years","data.Females","data.Alzheimer's disease",0
"354","2016","data.Canada","data.1 to 14 years","data.Females","data.Diseases of heart",0.4
"355","2016","data.Canada","data.1 to 14 years","data.Females","data.Cerebrovascular diseases",0.1
"356","2016","data.Canada","data.1 to 14 years","data.Females","data.Influenza and pneumonia",0.5
"357","2016","data.Canada","data.1 to 14 years","data.Females","data.Chronic lower respiratory diseases",0
"358","2016","data.Canada","data.1 to 14 years","data.Females","data.Chronic liver disease and cirrhosis",0
"359","2016","data.Canada","data.1 to 14 years","data.Females","data.Accidents (unintentional injuries)",2.2
"360","2016","data.Canada","data.1 to 14 years","data.Females","data.Intentional self-harm (suicide)",1.2
"361","2016","data.Canada","data.15 to 24","data.Both sexes","data.Malignant neoplasms",3
"362","2016","data.Canada","data.15 to 24","data.Both sexes","data.Diabetes mellitus",0.2
"363","2016","data.Canada","data.15 to 24","data.Both sexes","data.Alzheimer's disease",0
"364","2016","data.Canada","data.15 to 24","data.Both sexes","data.Diseases of heart",0.9
"365","2016","data.Canada","data.15 to 24","data.Both sexes","data.Cerebrovascular diseases",0.2
"366","2016","data.Canada","data.15 to 24","data.Both sexes","data.Influenza and pneumonia",0.3
"367","2016","data.Canada","data.15 to 24","data.Both sexes","data.Chronic lower respiratory diseases",0.1
"368","2016","data.Canada","data.15 to 24","data.Both sexes","data.Chronic liver disease and cirrhosis",0
"369","2016","data.Canada","data.15 to 24","data.Both sexes","data.Accidents (unintentional injuries)",15.9
"370","2016","data.Canada","data.15 to 24","data.Both sexes","data.Intentional self-harm (suicide)",10.7
"371","2016","data.Canada","data.15 to 24","data.Males","data.Malignant neoplasms",3.8
"372","2016","data.Canada","data.15 to 24","data.Males","data.Diabetes mellitus",0.3
"373","2016","data.Canada","data.15 to 24","data.Males","data.Alzheimer's disease",0
"374","2016","data.Canada","data.15 to 24","data.Males","data.Diseases of heart",1.1
"375","2016","data.Canada","data.15 to 24","data.Males","data.Cerebrovascular diseases",0.2
"376","2016","data.Canada","data.15 to 24","data.Males","data.Influenza and pneumonia",0.3
"377","2016","data.Canada","data.15 to 24","data.Males","data.Chronic lower respiratory diseases",0.1
"378","2016","data.Canada","data.15 to 24","data.Males","data.Chronic liver disease and cirrhosis",0
"379","2016","data.Canada","data.15 to 24","data.Males","data.Accidents (unintentional injuries)",22.2
"380","2016","data.Canada","data.15 to 24","data.Males","data.Intentional self-harm (suicide)",14.8
"381","2016","data.Canada","data.15 to 24","data.Females","data.Malignant neoplasms",2.1
"382","2016","data.Canada","data.15 to 24","data.Females","data.Diabetes mellitus",0.2
"383","2016","data.Canada","data.15 to 24","data.Females","data.Alzheimer's disease",0
"384","2016","data.Canada","data.15 to 24","data.Females","data.Diseases of heart",0.8
"385","2016","data.Canada","data.15 to 24","data.Females","data.Cerebrovascular diseases",0.1
"386","2016","data.Canada","data.15 to 24","data.Females","data.Influenza and pneumonia",0.3
"387","2016","data.Canada","data.15 to 24","data.Females","data.Chronic lower respiratory diseases",0
"388","2016","data.Canada","data.15 to 24","data.Females","data.Chronic liver disease and cirrhosis",0
"389","2016","data.Canada","data.15 to 24","data.Females","data.Accidents (unintentional injuries)",9.3
"390","2016","data.Canada","data.15 to 24","data.Females","data.Intentional self-harm (suicide)",6.4
"391","2016","data.Canada","data.25 to 34 years","data.Both sexes","data.Malignant neoplasms",6.9
"392","2016","data.Canada","data.25 to 34 years","data.Both sexes","data.Diabetes mellitus",0.8
"393","2016","data.Canada","data.25 to 34 years","data.Both sexes","data.Alzheimer's disease",0
"394","2016","data.Canada","data.25 to 34 years","data.Both sexes","data.Diseases of heart",3.1
"395","2016","data.Canada","data.25 to 34 years","data.Both sexes","data.Cerebrovascular diseases",0.7
"396","2016","data.Canada","data.25 to 34 years","data.Both sexes","data.Influenza and pneumonia",0.6
"397","2016","data.Canada","data.25 to 34 years","data.Both sexes","data.Chronic lower respiratory diseases",0.3
"398","2016","data.Canada","data.25 to 34 years","data.Both sexes","data.Chronic liver disease and cirrhosis",0.8
"399","2016","data.Canada","data.25 to 34 years","data.Both sexes","data.Accidents (unintentional injuries)",24.8
"400","2016","data.Canada","data.25 to 34 years","data.Both sexes","data.Intentional self-harm (suicide)",11.9
"401","2016","data.Canada","data.25 to 34 years","data.Males","data.Malignant neoplasms",6.3
"402","2016","data.Canada","data.25 to 34 years","data.Males","data.Diabetes mellitus",1
"403","2016","data.Canada","data.25 to 34 years","data.Males","data.Alzheimer's disease",0
"404","2016","data.Canada","data.25 to 34 years","data.Males","data.Diseases of heart",4.2
"405","2016","data.Canada","data.25 to 34 years","data.Males","data.Cerebrovascular diseases",1
"406","2016","data.Canada","data.25 to 34 years","data.Males","data.Influenza and pneumonia",0.7
"407","2016","data.Canada","data.25 to 34 years","data.Males","data.Chronic lower respiratory diseases",0.4
"408","2016","data.Canada","data.25 to 34 years","data.Males","data.Chronic liver disease and cirrhosis",0.8
"409","2016","data.Canada","data.25 to 34 years","data.Males","data.Accidents (unintentional injuries)",38.2
"410","2016","data.Canada","data.25 to 34 years","data.Males","data.Intentional self-harm (suicide)",17.5
"411","2016","data.Canada","data.25 to 34 years","data.Females","data.Malignant neoplasms",7.4
"412","2016","data.Canada","data.25 to 34 years","data.Females","data.Diabetes mellitus",0.5
"413","2016","data.Canada","data.25 to 34 years","data.Females","data.Alzheimer's disease",0
"414","2016","data.Canada","data.25 to 34 years","data.Females","data.Diseases of heart",2
"415","2016","data.Canada","data.25 to 34 years","data.Females","data.Cerebrovascular diseases",0.5
"416","2016","data.Canada","data.25 to 34 years","data.Females","data.Influenza and pneumonia",0.4
"417","2016","data.Canada","data.25 to 34 years","data.Females","data.Chronic lower respiratory diseases",0.2
"418","2016","data.Canada","data.25 to 34 years","data.Females","data.Chronic liver disease and cirrhosis",0.8
"419","2016","data.Canada","data.25 to 34 years","data.Females","data.Accidents (unintentional injuries)",11.3
"420","2016","data.Canada","data.25 to 34 years","data.Females","data.Intentional self-harm (suicide)",6.3
"421","2016","data.Canada","data.35 to 44 years","data.Both sexes","data.Malignant neoplasms",24.3
"422","2016","data.Canada","data.35 to 44 years","data.Both sexes","data.Diabetes mellitus",1.9
"423","2016","data.Canada","data.35 to 44 years","data.Both sexes","data.Alzheimer's disease",0
"424","2016","data.Canada","data.35 to 44 years","data.Both sexes","data.Diseases of heart",9.6
"425","2016","data.Canada","data.35 to 44 years","data.Both sexes","data.Cerebrovascular diseases",2.2
"426","2016","data.Canada","data.35 to 44 years","data.Both sexes","data.Influenza and pneumonia",1.5
"427","2016","data.Canada","data.35 to 44 years","data.Both sexes","data.Chronic lower respiratory diseases",0.4
"428","2016","data.Canada","data.35 to 44 years","data.Both sexes","data.Chronic liver disease and cirrhosis",3
"429","2016","data.Canada","data.35 to 44 years","data.Both sexes","data.Accidents (unintentional injuries)",21.5
"430","2016","data.Canada","data.35 to 44 years","data.Both sexes","data.Intentional self-harm (suicide)",13.5
"431","2016","data.Canada","data.35 to 44 years","data.Males","data.Malignant neoplasms",20.3
"432","2016","data.Canada","data.35 to 44 years","data.Males","data.Diabetes mellitus",2.3
"433","2016","data.Canada","data.35 to 44 years","data.Males","data.Alzheimer's disease",0
"434","2016","data.Canada","data.35 to 44 years","data.Males","data.Diseases of heart",13.7
"435","2016","data.Canada","data.35 to 44 years","data.Males","data.Cerebrovascular diseases",1.9
"436","2016","data.Canada","data.35 to 44 years","data.Males","data.Influenza and pneumonia",1.5
"437","2016","data.Canada","data.35 to 44 years","data.Males","data.Chronic lower respiratory diseases",0.3
"438","2016","data.Canada","data.35 to 44 years","data.Males","data.Chronic liver disease and cirrhosis",3.3
"439","2016","data.Canada","data.35 to 44 years","data.Males","data.Accidents (unintentional injuries)",32.4
"440","2016","data.Canada","data.35 to 44 years","data.Males","data.Intentional self-harm (suicide)",20.8
"441","2016","data.Canada","data.35 to 44 years","data.Females","data.Malignant neoplasms",28.3
"442","2016","data.Canada","data.35 to 44 years","data.Females","data.Diabetes mellitus",1.5
"443","2016","data.Canada","data.35 to 44 years","data.Females","data.Alzheimer's disease",0
"444","2016","data.Canada","data.35 to 44 years","data.Females","data.Diseases of heart",5.5
"445","2016","data.Canada","data.35 to 44 years","data.Females","data.Cerebrovascular diseases",2.5
"446","2016","data.Canada","data.35 to 44 years","data.Females","data.Influenza and pneumonia",1.5
"447","2016","data.Canada","data.35 to 44 years","data.Females","data.Chronic lower respiratory diseases",0.6
"448","2016","data.Canada","data.35 to 44 years","data.Females","data.Chronic liver disease and cirrhosis",2.7
"449","2016","data.Canada","data.35 to 44 years","data.Females","data.Accidents (unintentional injuries)",10.6
"450","2016","data.Canada","data.35 to 44 years","data.Females","data.Intentional self-harm (suicide)",6.2
"451","2016","data.Canada","data.45 to 54 years","data.Both sexes","data.Malignant neoplasms",85.3
